Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
30-07-2023,East,Accessories,Supplier D,Warehouse 2,Fulfilled,957,2559,808.3,True,31,False,26806.22,2145.9,6656
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,802,4327,4921.21,True,17,False,162343.74,3573.02,8877
11-11-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,917,1063,2357.53,True,1,False,162389.17,2167.94,8275
29-08-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,675,3671,5149.44,True,26,False,78784.37,2137.92,7710
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,193,2470,4425.06,True,24,False,6704.56,3583.08,7019
03-11-2022,West,Furniture,Supplier B,Warehouse 1,Pending,580,3342,7933.49,True,2,False,116279.42,2671.35,8652
22-09-2023,East,Furniture,Supplier B,Warehouse 1,Fulfilled,275,4722,2246.75,True,23,False,28503.01,3285.26,7138
03-04-2023,South,Accessories,Supplier D,Warehouse 1,Canceled,1086,3047,14969.51,True,21,False,200321.68,3829.26,7727
05-03-2023,North,Furniture,Supplier B,Warehouse 1,Pending,599,3271,7343.17,True,17,True,108399.31,2916.26,5936
15-08-2022,East,Clothing,Supplier D,Warehouse 1,Fulfilled,304,2636,11268.75,True,9,False,77273.03,2125.01,8400
29-06-2024,West,Clothing,Supplier B,Warehouse 1,Fulfilled,513,2325,12134.47,True,21,False,76046.44,1755.18,9116
24-05-2020,West,Electronics,Supplier B,Warehouse 1,Fulfilled,236,2437,14322.85,True,23,False,37995.22,3031.1,6135
30-08-2023,East,Clothing,Supplier D,Warehouse 2,Fulfilled,519,2535,7695.76,True,15,False,88696.57,1921.02,5131
31-12-2021,South,Accessories,Supplier A,Warehouse 3,Canceled,814,3052,5323.64,True,17,False,31209.79,2452.22,7334
07-04-2022,West,Clothing,Supplier D,Warehouse 1,Fulfilled,568,2430,6904.01,True,27,False,74389.67,3109.23,5191
11-12-2022,West,Accessories,Supplier A,Warehouse 3,Fulfilled,670,3905,5764.92,True,12,False,21946.6,2637.71,7209
18-10-2023,North,Electronics,Supplier D,Warehouse 2,Fulfilled,336,4355,15480.45,True,27,False,5479.7,3481.6,7685
15-04-2022,South,Clothing,Supplier D,Warehouse 3,Fulfilled,431,4108,8445.2,True,7,False,30126.78,2209.08,5442
29-09-2024,East,Accessories,Supplier D,Warehouse 1,Fulfilled,331,320,11429.1,True,16,False,63376.23,978.07,7786
28-02-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,307,2244,7609.1,True,13,False,33829.92,1159.73,7603
02-05-2024,West,Electronics,Supplier B,Warehouse 1,Canceled,937,2943,12647.3,True,29,False,57606.71,2954.93,6623
05-03-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,541,3861,7226.72,False,19,False,70679.93,4051.05,5998
03-04-2023,South,Accessories,Supplier D,Warehouse 1,Canceled,839,3056,14676.63,True,24,False,163764.59,3817.63,7727
15-12-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,665,1303,12694.18,True,14,False,123978.22,1927.94,6142
17-06-2024,North,Accessories,Supplier A,Warehouse 2,Fulfilled,960,2460,11949.37,True,17,False,149476.55,3272.11,9605
25-07-2024,East,Furniture,Supplier B,Warehouse 3,Fulfilled,355,4658,7586.23,True,30,False,50008.54,2458.62,9221
09-10-2022,West,Accessories,Supplier D,Warehouse 3,Pending,408,3362,2189.45,True,8,False,54614.21,3813.86,5925
10-07-2022,East,Accessories,Supplier B,Warehouse 2,Pending,242,4290,15084.98,True,13,False,31112.72,3740.95,9438
02-06-2022,West,Clothing,Supplier D,Warehouse 1,Fulfilled,655,3729,14353.83,True,11,False,68762.56,3889.46,5152
06-04-2023,South,Clothing,Supplier D,Warehouse 2,Pending,83,4561,7293.6,True,17,False,7233.2,4155.19,7180
12-06-2022,North,Clothing,Supplier B,Warehouse 3,Pending,579,3604,8158.57,True,20,False,76328.74,4438.66,6174
10-11-2022,East,Accessories,Supplier C,Warehouse 1,Fulfilled,1025,4926,6269.1,True,12,False,64983.17,2810.2,6400
10-05-2022,North,Furniture,Supplier B,Warehouse 3,Pending,169,4531,14407.89,True,7,False,9891.02,3444.17,5286
03-08-2023,East,Clothing,Supplier B,Warehouse 1,Fulfilled,402,1342,3771.72,True,11,False,88379.31,1423.24,9009
18-09-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,947,1141,3116.49,True,11,False,112559.62,1463.61,6452
01-06-2020,North,Electronics,Supplier A,Warehouse 1,Fulfilled,193,4350,14972.44,True,23,False,23955.2,4265.41,8831
19-02-2023,South,Accessories,Supplier A,Warehouse 2,Fulfilled,472,2591,4540.13,True,19,False,51523.12,2501.51,7314
28-04-2022,West,Accessories,Supplier D,Warehouse 2,Fulfilled,311,3846,1260.41,True,15,False,23846.35,2422.86,8231
07-10-2023,South,Accessories,Supplier C,Warehouse 2,Pending,237,2402,3688.7,True,30,True,31619.12,3627.98,5743
21-06-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,511,1350,14539.18,True,13,False,66353.11,1232.27,7143
11-03-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,190,3217,2614.77,True,17,False,20855.0,2304.65,8898
11-11-2022,North,Electronics,Supplier A,Warehouse 2,Fulfilled,857,1045,2276.98,True,0,False,177958.42,2009.8,8275
12-08-2024,North,Clothing,Supplier D,Warehouse 3,Fulfilled,161,3298,11976.42,True,28,False,21745.08,2761.81,7155
27-09-2022,West,Clothing,Supplier D,Warehouse 3,Pending,1039,2782,6652.55,False,9,False,121288.41,2418.41,6977
25-06-2020,South,Furniture,Supplier B,Warehouse 2,Fulfilled,125,1369,8291.85,True,2,False,10490.33,2095.59,6647
27-05-2023,East,Furniture,Supplier D,Warehouse 2,Fulfilled,169,605,5341.98,True,18,False,18729.02,1316.01,9506
31-03-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,81,4057,12034.98,True,16,True,7377.43,2063.48,5486
21-01-2023,South,Electronics,Supplier A,Warehouse 1,Fulfilled,651,4270,588.32,True,2,False,102894.85,3176.46,8753
05-01-2023,East,Electronics,Supplier C,Warehouse 2,Pending,577,4347,12502.06,True,31,False,68406.7,3930.4,8820
20-12-2023,West,Accessories,Supplier B,Warehouse 1,Fulfilled,99,648,8888.29,True,20,True,14603.79,2035.56,7183
16-05-2023,North,Clothing,Supplier C,Warehouse 1,Fulfilled,982,3329,15359.09,True,26,True,51038.49,2940.49,7121
24-04-2023,South,Electronics,Supplier D,Warehouse 2,Pending,1112,4457,7380.3,False,24,False,32949.57,2540.34,8735
06-05-2020,West,Accessories,Supplier C,Warehouse 3,Fulfilled,842,2709,3399.85,True,21,False,87244.44,3607.48,9094
12-09-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,800,1519,5011.61,True,16,False,40861.16,3235.31,9664
12-04-2023,South,Accessories,Supplier C,Warehouse 3,Pending,386,2137,8818.08,True,27,False,9866.52,1121.39,9934
02-10-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,474,388,2675.57,True,3,False,19616.67,1921.92,6675
12-06-2024,South,Clothing,Supplier B,Warehouse 3,Pending,118,2240,13393.61,True,19,False,13139.15,1596.39,7267
28-02-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,275,1876,7714.41,True,13,False,37488.81,1111.4,7603
05-06-2024,East,Furniture,Supplier D,Warehouse 3,Pending,174,481,11344.14,True,27,False,33923.16,2644.48,8944
01-12-2022,West,Clothing,Supplier B,Warehouse 1,Fulfilled,1039,516,6344.95,True,4,False,166227.67,1487.89,8490
25-09-2023,West,Clothing,Supplier D,Warehouse 1,Fulfilled,658,4337,8572.72,True,22,False,90669.33,4225.0,9016
20-04-2020,West,Furniture,Supplier A,Warehouse 2,Pending,655,900,14542.09,True,6,False,141689.94,858.71,5073
12-11-2022,East,Clothing,Supplier A,Warehouse 2,Fulfilled,416,3026,5576.64,True,10,False,55834.78,3222.34,7757
03-01-2024,South,Accessories,Supplier C,Warehouse 2,Pending,226,2833,2633.88,True,4,False,25495.57,2572.55,6030
03-10-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,155,3499,14991.46,True,23,False,17731.23,1660.83,5224
29-01-2023,West,Clothing,Supplier A,Warehouse 1,Pending,770,1233,857.47,True,14,False,95679.12,1325.32,7343
14-10-2023,North,Furniture,Supplier C,Warehouse 1,Pending,313,2687,9814.51,True,18,False,42070.39,3531.28,7501
13-07-2023,East,Clothing,Supplier D,Warehouse 2,Canceled,1024,4079,11234.22,True,12,False,104056.84,2388.43,9788
21-01-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,269,4393,3979.57,True,15,False,16825.7,2752.79,7363
17-10-2022,West,Furniture,Supplier B,Warehouse 2,Pending,306,3260,13006.15,True,28,False,49326.99,3454.57,5058
19-01-2024,North,Accessories,Supplier B,Warehouse 3,Fulfilled,987,173,10987.82,True,17,False,172651.12,2007.61,8663
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,558,2168,4206.29,True,22,False,53997.66,1873.82,5942
16-09-2024,North,Electronics,Supplier C,Warehouse 2,Fulfilled,738,2732,12457.74,True,24,False,111974.27,2278.26,8842
08-08-2022,East,Furniture,Supplier B,Warehouse 1,Fulfilled,250,586,4690.31,True,20,False,20089.81,897.9,8552
28-09-2023,South,Electronics,Supplier C,Warehouse 2,Fulfilled,1005,415,5507.5,True,9,False,155231.95,842.73,8347
03-01-2024,South,Accessories,Supplier C,Warehouse 2,Pending,168,3022,2632.48,True,1,False,24550.81,2325.22,6030
26-05-2023,East,Furniture,Supplier A,Warehouse 2,Canceled,430,1779,9732.3,True,4,False,65807.53,2736.78,6604
30-12-2023,South,Clothing,Supplier A,Warehouse 1,Pending,1049,4000,11931.24,False,25,True,62844.52,2281.17,7699
02-10-2023,North,Accessories,Supplier C,Warehouse 3,Fulfilled,169,1908,11574.38,True,19,False,14524.03,1860.43,5376
04-12-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,260,480,8741.43,True,26,False,8896.83,1211.96,5713
27-06-2020,West,Electronics,Supplier A,Warehouse 2,Fulfilled,113,2531,14058.25,True,0,False,15227.32,3183.61,7316
05-10-2024,North,Furniture,Supplier A,Warehouse 2,Fulfilled,941,4433,7448.6,True,27,False,26005.77,2727.68,9053
22-01-2023,North,Clothing,Supplier C,Warehouse 3,Fulfilled,772,3553,4191.97,True,12,False,110819.19,3710.28,7857
15-09-2022,North,Furniture,Supplier C,Warehouse 1,Pending,126,1312,14191.19,True,22,False,10969.56,2578.35,8821
09-12-2022,South,Furniture,Supplier D,Warehouse 3,Fulfilled,484,2886,2993.94,True,22,False,15907.23,1396.28,7302
06-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,271,3699,3726.79,True,20,False,42321.05,2337.1,6446
20-01-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,506,1941,12823.97,False,17,False,54456.3,3134.72,7987
17-10-2023,West,Electronics,Supplier D,Warehouse 2,Fulfilled,546,2315,13983.68,False,24,False,55745.25,3248.67,5556
20-05-2022,East,Accessories,Supplier C,Warehouse 2,Fulfilled,889,4383,8433.97,True,10,False,58476.89,4270.11,5701
20-10-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,703,1756,12661.47,True,26,False,119472.34,1111.63,6041
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,213,2387,4330.06,True,24,False,6515.88,3726.56,7019
17-01-2022,South,Electronics,Supplier D,Warehouse 3,Fulfilled,310,807,7304.59,True,23,False,32894.21,769.98,9069
20-01-2022,North,Electronics,Supplier C,Warehouse 2,Fulfilled,540,1842,11513.47,False,14,False,56098.79,3181.25,7987
06-03-2022,East,Clothing,Supplier C,Warehouse 2,Fulfilled,495,4394,1005.88,True,11,False,31275.89,3694.61,6586
19-01-2022,South,Accessories,Supplier C,Warehouse 3,Fulfilled,49,1939,11659.56,True,19,False,10654.01,1910.47,9898
22-05-2023,North,Accessories,Supplier A,Warehouse 1,Fulfilled,755,4502,2573.21,True,23,False,62731.86,2524.8,8009
31-03-2023,South,Electronics,Supplier C,Warehouse 3,Pending,925,298,12062.72,True,2,False,86679.47,1042.61,9805
08-07-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,669,253,2138.24,True,19,False,119760.65,1934.31,8241
19-02-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,798,2099,14852.29,True,11,False,110868.0,2660.51,6578
06-04-2022,East,Electronics,Supplier D,Warehouse 2,Canceled,768,3080,12411.44,False,3,False,37707.92,2544.61,5434
21-09-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,438,2790,8600.91,True,13,True,74354.3,2566.84,5387
08-02-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,857,2811,926.79,False,30,True,144545.07,3292.02,5498
29-06-2020,East,Accessories,Supplier D,Warehouse 2,Fulfilled,352,3688,1033.71,True,31,False,58338.37,2205.13,6655
11-06-2020,North,Furniture,Supplier B,Warehouse 1,Pending,1049,2444,8718.07,True,8,False,152980.69,2142.44,5980
22-11-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,440,2041,11527.6,True,1,False,46889.4,2749.25,8163
16-07-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,1127,2983,5037.63,True,27,False,141903.97,3618.25,7607
04-01-2022,East,Accessories,Supplier A,Warehouse 1,Fulfilled,324,1084,3384.01,False,0,False,41125.13,1654.65,7140
12-07-2023,North,Accessories,Supplier C,Warehouse 2,Canceled,659,214,1535.17,True,8,False,81947.95,811.01,6060
20-06-2020,South,Clothing,Supplier D,Warehouse 2,Pending,313,3713,4835.42,False,8,True,14907.95,3080.2,9908
18-04-2023,West,Accessories,Supplier B,Warehouse 3,Fulfilled,191,372,4038.09,True,15,False,39606.1,1289.43,6447
12-01-2023,East,Accessories,Supplier C,Warehouse 3,Pending,830,724,12424.06,True,21,False,121704.48,2862.85,8131
19-07-2022,West,Furniture,Supplier D,Warehouse 2,Pending,938,3413,1444.72,True,17,True,122740.49,3375.93,8978
10-06-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,64,3171,12317.15,True,18,False,4439.38,2646.51,7427
17-09-2022,West,Clothing,Supplier B,Warehouse 3,Canceled,414,4798,9512.16,True,4,False,34111.83,3808.86,6700
15-01-2024,North,Furniture,Supplier C,Warehouse 3,Pending,236,5005,12268.67,True,8,False,6360.5,4360.38,8263
26-08-2022,East,Furniture,Supplier B,Warehouse 1,Fulfilled,663,2784,15509.91,True,11,False,68694.63,3168.46,5348
11-09-2023,North,Furniture,Supplier A,Warehouse 3,Canceled,321,1489,12893.85,True,3,False,39682.22,963.61,5708
29-10-2023,North,Clothing,Supplier C,Warehouse 2,Fulfilled,974,532,10280.81,True,11,False,205741.07,738.18,8885
09-03-2023,North,Accessories,Supplier A,Warehouse 1,Fulfilled,441,1176,15213.04,True,27,False,78542.9,1191.98,5639
14-03-2024,East,Electronics,Supplier A,Warehouse 2,Fulfilled,297,1072,15088.33,True,15,False,20882.11,560.73,5525
24-08-2022,East,Furniture,Supplier C,Warehouse 3,Pending,731,4153,4566.07,True,9,True,131353.81,4367.87,8800
16-09-2023,West,Clothing,Supplier C,Warehouse 2,Pending,719,3568,2291.92,True,9,False,174401.2,3108.84,7046
05-10-2022,East,Clothing,Supplier D,Warehouse 2,Fulfilled,912,2669,11487.0,True,21,False,91566.87,3000.43,9987
16-07-2023,South,Furniture,Supplier C,Warehouse 3,Canceled,398,1743,8804.38,True,6,False,34902.83,3107.03,8019
14-07-2022,North,Furniture,Supplier B,Warehouse 3,Fulfilled,699,1291,10880.86,True,0,False,73497.3,1009.38,8111
03-02-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,587,878,14336.13,True,27,False,31751.02,2504.23,5027
11-09-2022,West,Furniture,Supplier D,Warehouse 1,Fulfilled,259,1983,5758.19,True,23,False,15820.57,1827.41,7335
31-12-2023,East,Furniture,Supplier A,Warehouse 2,Pending,997,165,12016.5,True,7,False,61838.41,1986.08,7420
18-12-2024,West,Clothing,Supplier B,Warehouse 1,Pending,964,913,1999.04,True,13,False,126810.63,1085.7,9718
19-10-2023,East,Furniture,Supplier A,Warehouse 3,Fulfilled,389,3623,3913.71,True,27,False,8693.8,4300.37,5028
07-03-2023,South,Furniture,Supplier C,Warehouse 2,Pending,692,2620,10851.86,True,21,False,36192.2,2398.71,6405
01-12-2023,South,Furniture,Supplier D,Warehouse 1,Pending,670,1107,7120.42,True,23,False,122456.69,1690.7,5711
03-02-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,658,915,15204.58,True,28,False,28068.0,2892.2,5027
24-07-2023,West,Clothing,Supplier C,Warehouse 2,Fulfilled,592,3708,13448.56,True,14,False,18733.0,3490.04,5941
26-11-2022,East,Electronics,Supplier A,Warehouse 2,Pending,311,4323,6314.47,True,4,True,34649.3,2253.39,9584
22-11-2024,South,Clothing,Supplier B,Warehouse 3,Fulfilled,871,1040,1345.58,True,15,False,57898.87,2091.54,8281
17-06-2022,West,Furniture,Supplier C,Warehouse 2,Fulfilled,127,2362,9655.45,True,14,False,17874.1,1727.55,9881
19-03-2023,West,Furniture,Supplier D,Warehouse 1,Fulfilled,428,1168,2526.39,True,7,False,62185.36,1611.77,8112
26-07-2020,South,Electronics,Supplier B,Warehouse 1,Pending,417,1235,12185.41,True,29,False,81667.1,1962.63,5314
14-03-2024,East,Electronics,Supplier A,Warehouse 2,Fulfilled,321,1107,15205.65,True,13,False,25092.35,555.33,5525
18-02-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,723,2941,4999.37,True,26,False,126346.17,3449.5,7207
01-03-2022,South,Accessories,Supplier C,Warehouse 3,Pending,89,4393,5508.88,True,12,False,7075.15,3252.13,8728
21-07-2023,West,Furniture,Supplier A,Warehouse 2,Fulfilled,433,976,1077.55,True,10,False,41734.85,1763.03,8698
11-11-2024,West,Clothing,Supplier C,Warehouse 3,Fulfilled,663,3311,8694.54,False,21,False,37600.66,1823.77,7889
14-11-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,833,1072,11997.04,True,29,False,83180.71,1575.4,5171
27-06-2024,South,Furniture,Supplier C,Warehouse 3,Pending,567,738,8437.01,True,18,False,17811.95,498.05,9268
10-08-2024,East,Accessories,Supplier C,Warehouse 2,Canceled,819,223,8779.0,True,25,False,167185.65,1395.51,6658
28-02-2022,West,Furniture,Supplier A,Warehouse 3,Fulfilled,622,4717,13424.8,True,12,False,111893.31,4353.17,9189
16-06-2020,East,Furniture,Supplier A,Warehouse 2,Fulfilled,117,4119,3392.4,True,10,False,12168.16,2864.84,9641
27-03-2023,East,Clothing,Supplier C,Warehouse 3,Canceled,451,4586,13101.52,True,10,False,28577.32,4251.99,8734
01-03-2023,North,Furniture,Supplier B,Warehouse 1,Pending,1100,4097,17095.25,True,2,False,26049.8,2883.07,9462
11-06-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,157,339,931.95,True,14,False,8098.3,2171.81,7986
06-02-2023,West,Electronics,Supplier B,Warehouse 2,Fulfilled,767,2871,9232.25,True,3,False,91857.63,2607.07,9371
21-05-2022,East,Accessories,Supplier A,Warehouse 3,Fulfilled,706,4036,12509.49,True,24,False,122953.21,3051.73,6229
17-10-2022,West,Furniture,Supplier B,Warehouse 2,Pending,392,3228,12605.49,True,25,False,51025.88,3504.08,5058
25-12-2024,North,Clothing,Supplier A,Warehouse 3,Fulfilled,1059,1412,2128.32,True,6,False,111316.68,1956.08,6427
12-08-2023,West,Furniture,Supplier D,Warehouse 2,Fulfilled,242,4060,14305.23,True,19,False,42763.04,2691.19,8823
06-06-2023,East,Accessories,Supplier D,Warehouse 3,Canceled,899,4477,10116.91,True,2,False,46900.87,3091.91,5154
04-10-2024,West,Accessories,Supplier A,Warehouse 3,Fulfilled,161,648,8029.71,False,10,False,23995.62,1951.36,8549
02-07-2023,South,Furniture,Supplier B,Warehouse 3,Canceled,721,4570,5550.09,True,29,True,55371.73,4028.88,6384
14-11-2023,North,Furniture,Supplier C,Warehouse 2,Pending,108,4141,7327.05,True,11,False,17943.71,3036.69,6806
11-02-2022,East,Clothing,Supplier D,Warehouse 1,Fulfilled,362,1227,10630.5,True,13,False,26979.3,1867.8,5405
18-06-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,471,1235,10124.48,True,1,False,17229.25,1768.66,8977
03-08-2024,South,Clothing,Supplier A,Warehouse 2,Pending,761,3589,9012.3,True,5,True,65703.38,3917.41,5951
16-01-2024,West,Accessories,Supplier C,Warehouse 1,Pending,733,1437,9705.26,True,17,True,134740.38,3140.27,6024
03-12-2023,North,Electronics,Supplier C,Warehouse 3,Fulfilled,803,4691,12068.82,True,6,False,125710.3,3824.26,6594
10-09-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,454,2763,5218.99,True,18,False,36401.37,2427.89,8256
27-06-2023,East,Electronics,Supplier A,Warehouse 2,Canceled,683,1746,11185.01,True,6,False,16822.35,1915.01,9917
20-05-2024,North,Accessories,Supplier C,Warehouse 2,Fulfilled,487,1449,15431.77,True,31,False,10820.09,3083.07,9948
16-03-2023,North,Furniture,Supplier D,Warehouse 1,Fulfilled,455,4598,4103.36,True,4,False,71791.75,4194.16,8045
29-10-2022,West,Electronics,Supplier A,Warehouse 3,Canceled,708,1984,14418.29,True,28,False,80744.64,1211.85,5429
21-10-2022,South,Accessories,Supplier A,Warehouse 3,Fulfilled,625,3033,16292.44,True,1,False,118644.73,2655.58,9421
30-04-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,829,3523,2591.31,True,16,False,119159.28,2720.84,7071
11-05-2024,East,Electronics,Supplier B,Warehouse 1,Fulfilled,674,2652,14064.04,False,5,True,64145.87,1857.41,7264
15-03-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,910,2600,16115.34,True,20,False,77557.21,1801.39,8477
02-12-2024,West,Electronics,Supplier A,Warehouse 3,Pending,899,794,12984.54,True,24,False,92182.16,868.94,9036
15-08-2023,North,Furniture,Supplier B,Warehouse 1,Canceled,678,1292,16537.69,True,27,False,151659.33,905.16,8960
04-07-2020,North,Furniture,Supplier D,Warehouse 3,Fulfilled,953,4544,11107.82,False,29,False,142696.97,3494.53,5059
19-08-2024,North,Furniture,Supplier C,Warehouse 2,Pending,188,2914,12033.14,True,3,False,13763.52,2026.75,7884
04-03-2024,North,Furniture,Supplier C,Warehouse 1,Canceled,442,3292,14513.2,False,24,False,64524.15,2069.02,7743
25-10-2023,East,Accessories,Supplier D,Warehouse 3,Canceled,782,3373,2746.26,True,14,True,94690.34,2319.57,5560
17-09-2022,West,Clothing,Supplier B,Warehouse 3,Canceled,426,4533,9688.52,True,5,False,36708.47,3925.92,6700
27-02-2022,East,Furniture,Supplier C,Warehouse 3,Fulfilled,457,1129,3930.49,True,10,False,50837.74,2674.84,5466
09-05-2023,West,Clothing,Supplier D,Warehouse 1,Fulfilled,310,5016,5434.25,True,8,True,31866.62,3998.52,7707
20-11-2024,South,Electronics,Supplier D,Warehouse 1,Fulfilled,850,4408,11474.91,True,2,False,110942.24,3046.66,8768
11-01-2022,South,Clothing,Supplier B,Warehouse 3,Fulfilled,239,282,595.37,True,21,False,44922.57,2202.27,7363
17-09-2023,East,Furniture,Supplier D,Warehouse 3,Fulfilled,140,1276,6012.87,True,0,False,16293.4,2648.94,9365
20-08-2022,South,Accessories,Supplier D,Warehouse 1,Fulfilled,811,2503,6650.37,True,14,False,34370.71,1569.21,8696
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,577,2567,4083.46,True,20,False,58462.39,1998.99,5942
08-04-2024,North,Furniture,Supplier C,Warehouse 1,Fulfilled,441,1812,12760.27,True,24,False,63296.65,2537.09,8321
27-12-2023,West,Furniture,Supplier B,Warehouse 3,Fulfilled,977,4919,5919.29,True,27,False,184375.99,2483.07,9045
11-02-2022,East,Clothing,Supplier D,Warehouse 1,Fulfilled,425,1064,12393.83,True,14,False,27001.98,1911.27,5405
04-12-2022,East,Furniture,Supplier C,Warehouse 1,Fulfilled,335,470,7961.89,True,30,False,8524.9,1242.04,5713
30-12-2023,South,Clothing,Supplier A,Warehouse 1,Pending,1007,4202,13693.03,False,24,True,72429.52,1973.54,7699
13-06-2023,West,Clothing,Supplier A,Warehouse 2,Pending,591,3245,6605.25,True,29,True,94290.37,4179.7,9580
15-09-2023,South,Accessories,Supplier D,Warehouse 3,Fulfilled,801,2940,2942.71,True,21,False,96676.49,4023.82,6314
01-07-2022,South,Electronics,Supplier A,Warehouse 1,Fulfilled,334,3340,16095.75,True,5,False,28951.48,3370.94,7691
25-04-2024,West,Accessories,Supplier B,Warehouse 3,Fulfilled,211,661,1046.46,True,8,False,48049.41,1286.12,7739
04-03-2023,North,Furniture,Supplier C,Warehouse 2,Fulfilled,60,2285,9536.45,True,26,False,9413.91,1277.36,5633
21-12-2024,South,Furniture,Supplier D,Warehouse 2,Fulfilled,139,865,511.11,True,29,False,9295.03,1559.1,9416
05-05-2020,East,Electronics,Supplier D,Warehouse 2,Fulfilled,333,3554,6741.53,True,19,False,49660.49,3175.12,6195
01-06-2024,South,Furniture,Supplier C,Warehouse 2,Fulfilled,336,3271,14424.2,True,8,False,30144.8,3665.4,9754
22-10-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,678,2669,13283.55,True,2,False,80493.51,3556.07,7176
03-08-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,495,891,12745.2,True,27,False,67725.11,1937.95,7959
21-01-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,224,4546,3805.03,True,13,False,18006.07,2856.95,7363
21-06-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,641,1187,14106.81,True,14,False,64807.33,1192.78,7143
30-03-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,550,4018,11083.57,False,0,True,48308.93,4199.24,5762
19-05-2024,East,Furniture,Supplier D,Warehouse 3,Fulfilled,751,4355,6038.24,True,16,False,95194.77,3178.25,6652
09-06-2020,East,Electronics,Supplier B,Warehouse 1,Fulfilled,845,1642,9560.91,True,29,False,121564.22,1022.8,6172
14-01-2023,East,Clothing,Supplier C,Warehouse 1,Fulfilled,540,3123,2000.3,True,6,False,80086.98,3046.42,8663
02-05-2020,West,Electronics,Supplier A,Warehouse 2,Fulfilled,936,1145,10131.5,True,8,False,140429.45,598.38,8128
08-06-2022,South,Clothing,Supplier B,Warehouse 1,Fulfilled,591,3259,10973.9,True,8,False,47449.77,2342.29,5439
11-02-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,821,1527,11081.27,True,9,False,54525.03,1379.06,6044
08-01-2022,West,Electronics,Supplier C,Warehouse 1,Canceled,493,1287,10199.8,True,29,False,17730.45,2612.88,5659
20-10-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,910,1853,14232.63,True,25,False,149296.94,1218.69,6041
07-07-2024,West,Furniture,Supplier B,Warehouse 1,Fulfilled,567,3284,7047.96,True,12,False,31500.24,3638.77,9962
13-09-2024,South,Furniture,Supplier B,Warehouse 3,Fulfilled,635,2620,14268.83,True,25,False,37023.72,2484.62,7296
22-04-2023,East,Clothing,Supplier A,Warehouse 3,Pending,481,581,13601.37,True,15,False,79384.51,2448.0,5215
08-05-2020,East,Accessories,Supplier A,Warehouse 1,Pending,661,2967,15381.21,False,18,False,31229.33,3606.57,8399
14-01-2020,North,Accessories,Supplier A,Warehouse 1,Fulfilled,345,2264,1245.82,True,7,False,36083.13,2169.87,5037
17-10-2023,West,Electronics,Supplier D,Warehouse 2,Fulfilled,436,2009,14398.56,False,26,False,64180.16,3265.62,5556
